Title,Year,Runtime_minutes,Genres,Rating,Votes,IMDB_Link
Cougar Town,(2009–2015),22.0,"Comedy, Romance            ",7.0,"42,847",https://www.imdb.com/title/tt1441109/
Good Luck Charlie,(2010–2014),22.0,"Comedy, Drama, Family            ",7.0,"20,977",https://www.imdb.com/title/tt1415889/
Runaways,(2017–2019),60.0,"Action, Drama, Sci-Fi            ",7.0,"24,920",https://www.imdb.com/title/tt1236246/
Landscapers,(2021),193.0,"Comedy, Crime, Drama            ",7.0,"10,731",https://www.imdb.com/title/tt11471892/
Katla,(2021– ),,"Drama, Mystery, Sci-Fi            ",7.0,"12,456",https://www.imdb.com/title/tt11102190/
9-1-1: Lone Star,(2020– ),43.0,"Action, Drama, Thriller            ",7.0,"11,970",https://www.imdb.com/title/tt10323338/
Happy Tree Friends,(2000–2016),74.0,"Animation, Comedy, Horror            ",7.0,"17,124",https://www.imdb.com/title/tt0770762/
Medium,(2005–2011),60.0,"Crime, Drama, Fantasy            ",7.0,"27,647",https://www.imdb.com/title/tt0412175/
Drawn Together,(2004–2007),22.0,"Animation, Comedy, Reality-TV            ",7.0,"19,947",https://www.imdb.com/title/tt0386180/
Two and a Half Men,(2003–2015),22.0,"Comedy, Romance            ",7.0,"254,515",https://www.imdb.com/title/tt0369179/
8 Simple Rules... for Dating My Teenage Daughter,(2002–2005),30.0,"Comedy, Drama            ",7.0,"25,100",https://www.imdb.com/title/tt0312081/
Crossing Jordan,(2001–2007),60.0,"Crime, Drama, Mystery            ",7.0,"10,995",https://www.imdb.com/title/tt0284718/
Dune,(2000),265.0,"Adventure, Drama, Sci-Fi            ",7.0,"22,547",https://www.imdb.com/title/tt0142032/
The Odyssey,(1997),176.0,"Adventure, Drama, Fantasy            ",7.0,"14,689",https://www.imdb.com/title/tt0118414/
The Mask,(1995–1997),30.0,"Animation, Short, Action            ",7.0,"12,372",https://www.imdb.com/title/tt0112064/
The Nanny,(1993–1999),22.0,"Comedy, Family, Romance            ",7.0,"42,040",https://www.imdb.com/title/tt0106080/
Saved by the Bell,(1989–1992),30.0,"Comedy, Family, Romance            ",7.0,"34,478",https://www.imdb.com/title/tt0096694/
Roseanne,(1988–2018),21.0,"Comedy, Drama            ",7.0,"42,263",https://www.imdb.com/title/tt0094540/
The Incredible Hulk,(1977–1982),60.0,"Action, Adventure, Drama            ",7.0,"13,326",https://www.imdb.com/title/tt0077031/
Warrior Nun,(2020– ),,"Action, Drama, Fantasy            ",6.9,"28,133",https://www.imdb.com/title/tt9059350/
Emily in Paris,(2020– ),30.0,"Comedy, Drama, Romance            ",6.9,"80,240",https://www.imdb.com/title/tt8962124/
Fate: The Winx Saga,(2021– ),,"Action, Adventure, Drama            ",6.9,"36,406",https://www.imdb.com/title/tt8179402/
Snowpiercer,(2020– ),60.0,"Action, Drama, Sci-Fi            ",6.9,"46,610",https://www.imdb.com/title/tt6156584/
Friends from College,(2017–2019),30.0,"Comedy, Drama            ",6.9,"20,087",https://www.imdb.com/title/tt5565334/
Easy,(2016–2019),30.0,Comedy            ,6.9,"13,363",https://www.imdb.com/title/tt5562056/
Krypton,(2018–2019),45.0,"Action, Adventure, Drama            ",6.9,"16,244",https://www.imdb.com/title/tt4276624/
Childhood's End,(2015),247.0,"Drama, Sci-Fi, Thriller            ",6.9,"11,635",https://www.imdb.com/title/tt4146128/
Stitchers,(2015–2017),60.0,"Crime, Drama, Sci-Fi            ",6.9,"12,369",https://www.imdb.com/title/tt3868848/
Fear the Walking Dead,(2015– ),44.0,"Drama, Horror, Sci-Fi            ",6.9,"124,631",https://www.imdb.com/title/tt3743822/
From Dusk Till Dawn: The Series,(2000–2016),45.0,"Action, Crime, Fantasy            ",6.9,"20,111",https://www.imdb.com/title/tt3337194/
Intelligence,(2014),42.0,"Action, Drama, Sci-Fi            ",6.9,"19,421",https://www.imdb.com/title/tt2693776/
Halo 4: Forward Unto Dawn,(2012),100.0,"Action, Sci-Fi, Thriller            ",6.9,"24,131",https://www.imdb.com/title/tt2262308/
666 Park Avenue,(2012–2013),60.0,"Drama, Fantasy, Horror            ",6.9,"17,808",https://www.imdb.com/title/tt2197797/
The New Normal,(2012–2013),30.0,"Comedy, Romance            ",6.9,"11,183",https://www.imdb.com/title/tt2087571/
Ringer,(2011–2012),44.0,"Crime, Drama, Mystery            ",6.9,"20,529",https://www.imdb.com/title/tt1819654/
Victorious,(2010–2013),30.0,"Comedy, Drama, Family            ",6.9,"23,640",https://www.imdb.com/title/tt1604099/
No Ordinary Family,(2010–2011),60.0,"Action, Comedy, Drama            ",6.9,"16,528",https://www.imdb.com/title/tt1591493/
Big Sky,(2020– ),60.0,"Crime, Drama, Mystery            ",6.9,"15,283",https://www.imdb.com/title/tt11794642/
A Teacher,(2020),248.0,Drama            ,6.9,"11,922",https://www.imdb.com/title/tt10680614/
Wizards of Waverly Place,(2007–2012),22.0,"Adventure, Comedy, Drama            ",6.9,"32,688",https://www.imdb.com/title/tt0799922/
Numb3rs,(2005–2010),43.0,"Crime, Drama, Mystery            ",6.9,"41,770",https://www.imdb.com/title/tt0433309/
CSI: NY,(2004–2013),43.0,"Action, Crime, Drama            ",6.9,"46,108",https://www.imdb.com/title/tt0395843/
Without a Trace,(2002–2009),60.0,"Crime, Drama, Mystery            ",6.9,"19,596",https://www.imdb.com/title/tt0321021/
Mr. Bean: The Animated Series,(2002–2019),11.0,"Animation, Comedy, Family            ",6.9,"11,523",https://www.imdb.com/title/tt0280277/
My Wife and Kids,(2001–2005),30.0,"Comedy, Family            ",6.9,"27,066",https://www.imdb.com/title/tt0273855/
Celebrity Deathmatch,(1998–2007),25.0,"Animation, Action, Comedy            ",6.9,"10,973",https://www.imdb.com/title/tt0208614/
Late Show with David Letterman,(1993–2015),60.0,"Comedy, Music, Talk-Show            ",6.9,"13,553",https://www.imdb.com/title/tt0106053/
Knight Rider,(1982–1986),46.0,"Action, Crime, Drama            ",6.9,"33,244",https://www.imdb.com/title/tt0083437/
Tribes of Europa,(2021– ),,"Action, Adventure, Drama            ",6.8,"11,459",https://www.imdb.com/title/tt9184982/
Dracula,(2020),270.0,"Action, Drama, Fantasy            ",6.8,"45,893",https://www.imdb.com/title/tt9139220/
The Order,(2019–2020),60.0,"Drama, Fantasy, Horror            ",6.8,"26,486",https://www.imdb.com/title/tt8295472/
Paradise PD,(2018– ),28.0,"Animation, Action, Comedy            ",6.8,"17,711",https://www.imdb.com/title/tt8235236/
Station 19,(2018– ),60.0,"Action, Drama, Romance            ",6.8,"13,007",https://www.imdb.com/title/tt7053188/
Collateral,(2018),230.0,"Crime, Drama, Mystery            ",6.8,"17,109",https://www.imdb.com/title/tt6729080/
Britannia,(2017– ),60.0,"Action, Drama, Fantasy            ",6.8,"15,241",https://www.imdb.com/title/tt5932548/
Gypsy,(2017),51.0,"Drama, Thriller            ",6.8,"15,837",https://www.imdb.com/title/tt5503718/
Slasher,(2016– ),60.0,"Crime, Drama, Horror            ",6.8,"13,774",https://www.imdb.com/title/tt4667888/
Knightfall,(2017–2019),60.0,"Action, Adventure, Drama            ",6.8,"19,293",https://www.imdb.com/title/tt4555364/
Legends of Tomorrow,(2016– ),42.0,"Action, Adventure, Drama            ",6.8,"101,030",https://www.imdb.com/title/tt4532368/
NCIS: New Orleans,(2014–2021),42.0,"Action, Crime, Drama            ",6.8,"17,496",https://www.imdb.com/title/tt3560084/
Dominion,(2014–2015),90.0,"Action, Drama, Fantasy            ",6.8,"23,433",https://www.imdb.com/title/tt3079768/
Helix,(2014–2015),40.0,"Drama, Horror, Mystery            ",6.8,"29,215",https://www.imdb.com/title/tt2758950/
The River,(2012),44.0,"Action, Adventure, Drama            ",6.8,"16,581",https://www.imdb.com/title/tt1836195/
Terra Nova,(2011),46.0,"Adventure, Drama, Mystery            ",6.8,"82,588",https://www.imdb.com/title/tt1641349/
V,(2009–2011),42.0,"Drama, Sci-Fi, Thriller            ",6.8,"55,338",https://www.imdb.com/title/tt1307824/
Late Night with Jimmy Fallon,(2009–2014),60.0,"Comedy, Music, Talk-Show            ",6.8,"13,160",https://www.imdb.com/title/tt1231460/
So You Think You Can Dance,(2005– ),60.0,"Game-Show, Music, Reality-TV            ",6.8,"10,259",https://www.imdb.com/title/tt0472023/
Dragon Ball GT: Doragon bôru jîtî,(1996–2003),24.0,"Animation, Action, Adventure            ",6.8,"25,994",https://www.imdb.com/title/tt0139774/
Felicity,(1998–2002),60.0,"Drama, Romance            ",6.8,"11,548",https://www.imdb.com/title/tt0134247/
Just Shoot Me!,(1997–2003),30.0,Comedy            ,6.8,"19,646",https://www.imdb.com/title/tt0118364/
Ally McBeal,(1997–2002),45.0,"Comedy, Drama, Fantasy            ",6.8,"32,623",https://www.imdb.com/title/tt0118254/
The Drew Carey Show,(1995–2004),30.0,Comedy            ,6.8,"17,510",https://www.imdb.com/title/tt0111945/
Party of Five,(1994–2000),60.0,"Drama, Family            ",6.8,"10,134",https://www.imdb.com/title/tt0108894/
"Dr. Quinn, Medicine Woman",(1993– ),60.0,"Drama, Family, Western            ",6.8,"11,684",https://www.imdb.com/title/tt0103405/
It,(1990),192.0,"Drama, Horror, Mystery            ",6.8,"123,273",https://www.imdb.com/title/tt0099864/
Full House,(1987–1995),22.0,"Comedy, Drama, Family            ",6.8,"57,159",https://www.imdb.com/title/tt0092359/
Inspector Gadget,(1983–1986),30.0,"Animation, Action, Adventure            ",6.8,"20,426",https://www.imdb.com/title/tt0085033/
Salem's Lot,(1979),200.0,Horror            ,6.8,"22,994",https://www.imdb.com/title/tt0079844/
Space Force,(2020– ),30.0,Comedy            ,6.7,"53,613",https://www.imdb.com/title/tt9612516/
Daybreak,(I) (2019),60.0,"Action, Adventure, Comedy            ",6.7,"18,848",https://www.imdb.com/title/tt8755226/
Utopia,(2020),55.0,"Action, Drama, Mystery            ",6.7,"13,177",https://www.imdb.com/title/tt8303474/
Jupiter's Legacy,(2021),56.0,"Action, Adventure, Drama            ",6.7,"36,530",https://www.imdb.com/title/tt5774002/
Cloak & Dagger,(2018–2019),44.0,"Action, Adventure, Drama            ",6.7,"19,533",https://www.imdb.com/title/tt5614844/
Riverdale,(2017– ),45.0,"Crime, Drama, Mystery            ",6.7,"136,775",https://www.imdb.com/title/tt5420376/
Quantico,(2015–2018),42.0,"Crime, Drama, Mystery            ",6.7,"59,756",https://www.imdb.com/title/tt4428122/
Fuller House,(2016–2020),30.0,"Comedy, Family            ",6.7,"26,788",https://www.imdb.com/title/tt3986586/
Z Nation,(2014–2018),44.0,"Action, Comedy, Drama            ",6.7,"35,579",https://www.imdb.com/title/tt3843168/
Heroes Reborn,(2015–2016),60.0,"Drama, Fantasy, Sci-Fi            ",6.7,"27,687",https://www.imdb.com/title/tt3556944/
Zoo,(2015–2017),42.0,"Drama, Mystery, Sci-Fi            ",6.7,"24,200",https://www.imdb.com/title/tt3250026/
Revolution,(2012–2014),43.0,"Action, Adventure, Drama            ",6.7,"82,822",https://www.imdb.com/title/tt2070791/
Hellcats,(2010–2011),60.0,"Comedy, Drama            ",6.7,"10,553",https://www.imdb.com/title/tt1596356/
NCIS: Los Angeles,(2009– ),43.0,"Action, Crime, Drama            ",6.7,"52,078",https://www.imdb.com/title/tt1378167/
Glee,(2009–2015),44.0,"Comedy, Drama, Music            ",6.7,"144,098",https://www.imdb.com/title/tt1327801/
Cowboy Bebop,(2021),58.0,"Action, Adventure, Comedy            ",6.7,"35,050",https://www.imdb.com/title/tt1267295/
iCarly,(2007–2012),30.0,"Comedy, Family, Romance            ",6.7,"37,534",https://www.imdb.com/title/tt0972534/
Private Practice,(2007–2013),60.0,"Comedy, Drama, Romance            ",6.7,"25,302",https://www.imdb.com/title/tt0972412/
Ellen: The Ellen DeGeneres Show,(2003–2022),60.0,"Comedy, Talk-Show            ",6.7,"16,690",https://www.imdb.com/title/tt0379623/
"The Adventures of Jimmy Neutron, Boy Genius",(2002–2006),24.0,"Animation, Adventure, Comedy            ",6.7,"20,244",https://www.imdb.com/title/tt0320808/
George Lopez,(2002–2007),30.0,"Comedy, Drama            ",6.7,"11,466",https://www.imdb.com/title/tt0310460/
Rose Red,(2002),254.0,"Horror, Mystery, Thriller            ",6.7,"23,843",https://www.imdb.com/title/tt0259153/
Attila,(2001),177.0,"Action, Adventure, Biography            ",6.7,"10,506",https://www.imdb.com/title/tt0259127/
The Wild Thornberrys,(1998–2004),30.0,"Animation, Adventure, Comedy            ",6.7,"14,306",https://www.imdb.com/title/tt0167743/
Dawson's Creek,(1998–2003),60.0,"Drama, Romance            ",6.7,"40,186",https://www.imdb.com/title/tt0118300/
Sabrina the Teenage Witch,(1996–2003),22.0,"Comedy, Family, Fantasy            ",6.7,"37,801",https://www.imdb.com/title/tt0115341/
Lois & Clark: The New Adventures of Superman,(1993–1997),46.0,"Adventure, Comedy, Drama            ",6.7,"23,534",https://www.imdb.com/title/tt0106057/
Mad About You,(1992–2019),22.0,"Comedy, Romance            ",6.7,"22,889",https://www.imdb.com/title/tt0103484/
Captain Planet and the Planeteers,(1990–1996),23.0,"Animation, Short, Action            ",6.7,"11,494",https://www.imdb.com/title/tt0098763/
The Disappearance of Madeleine McCann,(2019),60.0,"Documentary, Crime, Mystery            ",6.6,"10,079",https://www.imdb.com/title/tt9879074/
White Lines,(2020),60.0,"Crime, Drama, Mystery            ",6.6,"16,358",https://www.imdb.com/title/tt9073958/
Black Summer,(2019– ),40.0,"Action, Drama, Horror            ",6.6,"27,950",https://www.imdb.com/title/tt8923854/
Away,(2020),498.0,"Drama, Romance, Sci-Fi            ",6.6,"23,407",https://www.imdb.com/title/tt8787802/
Gunpowder,(2017),59.0,"Drama, History            ",6.6,"10,159",https://www.imdb.com/title/tt6128262/
Taken,(2017–2018),41.0,"Action, Drama, Thriller            ",6.6,"10,474",https://www.imdb.com/title/tt5052460/
Shadowhunters: The Mortal Instruments,(2016–2019),42.0,"Action, Drama, Fantasy            ",6.6,"59,825",https://www.imdb.com/title/tt4145054/
Extant,(2014–2015),42.0,"Drama, Sci-Fi, Thriller            ",6.6,"23,957",https://www.imdb.com/title/tt3155320/
Atlantis,(2013–2015),45.0,"Adventure, Drama, Fantasy            ",6.6,"11,442",https://www.imdb.com/title/tt2705602/
The Client List,(2011–2013),42.0,"Crime, Drama            ",6.6,"11,611",https://www.imdb.com/title/tt2022170/
Anger Management,(2012–2014),22.0,"Comedy, Romance            ",6.6,"30,711",https://www.imdb.com/title/tt1986770/
2 Broke Girls,(2011–2017),22.0,Comedy            ,6.6,"95,244",https://www.imdb.com/title/tt1845307/
Under the Dome,(2013–2015),43.0,"Drama, Mystery, Sci-Fi            ",6.6,"104,713",https://www.imdb.com/title/tt1553656/
The One,(I) (2021– ),,"Crime, Drama, Sci-Fi            ",6.6,"12,159",https://www.imdb.com/title/tt13879466/
Avenue 5,(2020– ),,"Comedy, Sci-Fi            ",6.6,"15,074",https://www.imdb.com/title/tt10234362/
Ugly Betty,(2006–2010),60.0,"Comedy, Drama, Romance            ",6.6,"42,936",https://www.imdb.com/title/tt0805669/
American Dragon: Jake Long,(2005–2007),30.0,"Animation, Action, Comedy            ",6.6,"11,446",https://www.imdb.com/title/tt0429305/
The Suite Life of Zack & Cody,(2005–2008),30.0,"Comedy, Family            ",6.6,"35,426",https://www.imdb.com/title/tt0426371/
What I Like About You,(2002–2006),30.0,Comedy            ,6.6,"13,122",https://www.imdb.com/title/tt0321018/
That's So Raven,(2003–2007),30.0,"Comedy, Family, Fantasy            ",6.6,"19,419",https://www.imdb.com/title/tt0300865/
Reba,(2001–2007),30.0,"Comedy, Drama            ",6.6,"14,806",https://www.imdb.com/title/tt0284722/
Lizzie McGuire,(2001–2004),30.0,"Comedy, Drama, Family            ",6.6,"18,797",https://www.imdb.com/title/tt0273366/
Andromeda,(2000–2005),43.0,"Action, Adventure, Drama            ",6.6,"13,401",https://www.imdb.com/title/tt0213327/
CatDog,(1998–2005),23.0,"Animation, Adventure, Comedy            ",6.6,"22,470",https://www.imdb.com/title/tt0154061/
Hercules,(1998–1999),30.0,"Animation, Action, Adventure            ",6.6,"10,286",https://www.imdb.com/title/tt0138967/
JAG,(1995–2005),60.0,"Action, Crime, Drama            ",6.6,"17,918",https://www.imdb.com/title/tt0112022/
Family Matters,(1989–1998),30.0,"Adventure, Comedy, Drama            ",6.6,"26,845",https://www.imdb.com/title/tt0096579/
Insatiable,(2018–2019),45.0,"Comedy, Drama, Thriller            ",6.5,"26,470",https://www.imdb.com/title/tt6487482/
The Purge,(2018–2019),42.0,"Action, Drama, Horror            ",6.5,"15,634",https://www.imdb.com/title/tt6110648/
The Voice,(2011– ),60.0,"Game-Show, Music, Reality-TV            ",6.5,"12,318",https://www.imdb.com/title/tt1839337/
Camelot,(2011– ),45.0,"Drama, Fantasy, History            ",6.5,"23,711",https://www.imdb.com/title/tt1672189/
Cow and Chicken,(1997–1999),30.0,"Animation, Adventure, Comedy            ",6.5,"19,835",https://www.imdb.com/title/tt0118289/
Mighty Morphin Power Rangers,(1993–1996),30.0,"Action, Adventure, Family            ",6.5,"21,713",https://www.imdb.com/title/tt0106064/
Step by Step,(1991–1998),30.0,"Comedy, Family, Romance            ",6.5,"14,093",https://www.imdb.com/title/tt0101205/
Charlie's Angels,(1976–1981),60.0,"Action, Adventure, Crime            ",6.5,"12,285",https://www.imdb.com/title/tt0073972/
War of the Worlds,(2019– ),49.0,"Drama, Mystery, Sci-Fi            ",6.4,"12,072",https://www.imdb.com/title/tt9686194/
Wu Assassins,(2019),44.0,"Action, Crime, Drama            ",6.4,"11,908",https://www.imdb.com/title/tt8652642/
Four More Shots Please!,(2019– ),60.0,"Comedy, Drama, Romance            ",6.4,"21,772",https://www.imdb.com/title/tt8242548/
Iron Fist,(2017–2018),55.0,"Action, Adventure, Crime            ",6.4,"125,009",https://www.imdb.com/title/tt3322310/
Neverland,(2011),180.0,"Adventure, Fantasy            ",6.4,"10,193",https://www.imdb.com/title/tt1720619/
Mike & Molly,(2010–2016),30.0,Comedy            ,6.4,"25,096",https://www.imdb.com/title/tt1608180/
The Woman in the House Across the Street from the Girl in the Window,(2022),208.0,"Comedy, Crime, Drama            ",6.4,"24,070",https://www.imdb.com/title/tt13315324/
The Suite Life on Deck,(2008–2011),30.0,"Action, Adventure, Comedy            ",6.4,"18,172",https://www.imdb.com/title/tt1181917/
The Married Woman,(2021– ),30.0,"Drama, Romance            ",6.4,"11,535",https://www.imdb.com/title/tt11646658/
Big Time Rush,(2009–2013),25.0,"Comedy, Family, Musical            ",6.4,"11,741",https://www.imdb.com/title/tt1131746/
Ghost Whisperer,(2005–2010),60.0,"Drama, Fantasy            ",6.4,"44,961",https://www.imdb.com/title/tt0460644/
Jimmy Kimmel Live!,(2003– ),60.0,"Comedy, Music, Talk-Show            ",6.4,"15,910",https://www.imdb.com/title/tt0320037/
CSI: Miami,(2002–2012),43.0,"Action, Crime, Drama            ",6.4,"56,294",https://www.imdb.com/title/tt0313043/
According to Jim,(2001–2009),30.0,"Comedy, Romance            ",6.4,"35,686",https://www.imdb.com/title/tt0285351/
Dharma & Greg,(1997–2002),30.0,"Comedy, Romance            ",6.4,"30,013",https://www.imdb.com/title/tt0118303/
"Beverly Hills, 90210",(1990– ),44.0,"Drama, Romance            ",6.4,"33,562",https://www.imdb.com/title/tt0098749/
What/If,(2019),55.0,"Drama, Thriller            ",6.3,"14,790",https://www.imdb.com/title/tt8860450/
"Roswell, New Mexico",(2019– ),45.0,"Drama, Romance, Sci-Fi            ",6.3,"11,650",https://www.imdb.com/title/tt7588054/
"Sister, Sister",(1994–1999),30.0,"Comedy, Drama, Family            ",6.3,"12,339",https://www.imdb.com/title/tt0108927/
October Faction,(2020),39.0,"Adventure, Drama, Fantasy            ",6.2,"10,562",https://www.imdb.com/title/tt8826128/
24: Legacy,(2016–2017),41.0,"Action, Crime, Drama            ",6.2,"10,838",https://www.imdb.com/title/tt5345490/
Van Helsing,(2016–2021),43.0,"Action, Drama, Fantasy            ",6.2,"21,295",https://www.imdb.com/title/tt5197820/
Supergirl,(2015–2021),43.0,"Action, Adventure, Drama            ",6.2,"120,777",https://www.imdb.com/title/tt4016454/
Duck Dynasty,(2012–2017),60.0,"Comedy, Reality-TV            ",6.2,"10,670",https://www.imdb.com/title/tt2229907/
The Andromeda Strain,(2008),174.0,"Drama, Mystery, Sci-Fi            ",6.2,"14,074",https://www.imdb.com/title/tt0424600/
Zoey 101,(2005–2008),30.0,"Comedy, Drama, Family            ",6.2,"15,226",https://www.imdb.com/title/tt0415463/
Salem's Lot,(2004),181.0,"Drama, Horror, Mystery            ",6.2,"10,284",https://www.imdb.com/title/tt0355987/
The Love Boat,(1977–1987),60.0,"Comedy, Drama, Romance            ",6.2,"10,945",https://www.imdb.com/title/tt0075529/
V-Wars,(2019),60.0,"Drama, Horror, Sci-Fi            ",6.1,"13,408",https://www.imdb.com/title/tt7403736/
Black Lightning,(2017–2021),43.0,"Action, Drama, Sci-Fi            ",6.1,"24,602",https://www.imdb.com/title/tt6045840/
Dear White People,(2017–2021),30.0,"Comedy, Drama            ",6.1,"24,724",https://www.imdb.com/title/tt5707802/
Jessie,(2011–2015),30.0,"Comedy, Drama, Family            ",6.1,"14,953",https://www.imdb.com/title/tt1865769/
Sonny with a Chance,(2009–2011),23.0,"Comedy, Family, Romance            ",6.1,"11,830",https://www.imdb.com/title/tt1252374/
American Horror Stories,(2021– ),45.0,"Drama, Horror, Thriller            ",6.1,"14,995",https://www.imdb.com/title/tt12306692/
90210,(2008–2013),60.0,"Comedy, Drama, Romance            ",6.1,"44,020",https://www.imdb.com/title/tt1225901/
The Shining,(1997– ),273.0,"Drama, Fantasy, Horror            ",6.1,"16,644",https://www.imdb.com/title/tt0118460/
The Langoliers,(1995),180.0,"Horror, Mystery, Sci-Fi            ",6.1,"29,418",https://www.imdb.com/title/tt0112040/
Invasion,(2021– ),60.0,"Drama, Fantasy, Sci-Fi            ",6.0,"22,734",https://www.imdb.com/title/tt9737326/
Y: The Last Man,(2021),60.0,"Action, Adventure, Drama            ",6.0,"13,313",https://www.imdb.com/title/tt8042500/
Magnum P.I.,(2018– ),43.0,"Action, Adventure, Crime            ",6.0,"11,763",https://www.imdb.com/title/tt7942796/
Austin & Ally,(2011–2016),30.0,"Comedy, Drama, Family            ",6.0,"11,008",https://www.imdb.com/title/tt1830491/
The Irregulars,(2021),,"Crime, Drama, Fantasy            ",6.0,"14,423",https://www.imdb.com/title/tt10893694/
Joey,(2004–2006),22.0,"Comedy, Romance            ",6.0,"42,450",https://www.imdb.com/title/tt0375355/
